method,support_size,target_pdp,snr_db,seed_count,mean_ber,std_ber,min_ber,max_ber
joint_particular_adaptation,64,6,12.0,3,0.2012631098429362,0.0012903908551613425,0.19966983795166016,0.20283031463623047
joint_particular_adaptation,64,6,14.0,3,0.1858688990275065,0.00167175278296688,0.1835622787475586,0.1874713897705078
joint_particular_adaptation,64,6,16.0,3,0.17670377095540366,0.0019795695899774432,0.1739044189453125,0.178131103515625
joint_particular_adaptation,64,6,18.0,3,0.17038695017496744,0.0016086109050903955,0.1681842803955078,0.1719808578491211
joint_particular_adaptation,64,6,20.0,3,0.16930707295735678,0.0018849221610743132,0.16756916046142578,0.17192649841308594
joint_particular_adaptation,64,7,0.0,3,0.3918517430623372,0.0009943124874631606,0.3907642364501953,0.39316749572753906
joint_particular_adaptation,64,7,2.0,3,0.35790538787841797,0.0004379577327045384,0.35750484466552734,0.35851478576660156
joint_particular_adaptation,64,7,4.0,3,0.32132689158121747,0.0013942238688819694,0.31944942474365234,0.3227872848510742
joint_particular_adaptation,64,7,6.0,3,0.286862055460612,0.0008156751148262951,0.28586673736572266,0.28786468505859375
joint_particular_adaptation,64,7,8.0,3,0.25368690490722656,0.003488281842464334,0.2504005432128906,0.2585163116455078
joint_particular_adaptation,64,7,10.0,3,0.22869427998860678,0.0048835402019299316,0.2229442596435547,0.23488235473632812
joint_particular_adaptation,64,7,12.0,3,0.20992914835611978,0.0052706744327505415,0.20547962188720703,0.2173328399658203
joint_particular_adaptation,64,7,14.0,3,0.19655990600585938,0.005125039801850248,0.19140148162841797,0.20354843139648438
joint_particular_adaptation,64,7,16.0,3,0.1878223419189453,0.006474627235316882,0.18068218231201172,0.19635677337646484
joint_particular_adaptation,64,7,18.0,3,0.18196741739908853,0.008148434540060074,0.17377948760986328,0.1930837631225586
joint_particular_adaptation,64,7,20.0,3,0.17783419291178384,0.007342042747863409,0.17013168334960938,0.1877155303955078
joint_particular_adaptation,128,6,0.0,3,0.3893248240152995,0.0003264672335192267,0.3888664245605469,0.3896017074584961
joint_particular_adaptation,128,6,2.0,3,0.35437774658203125,0.0010010449358995985,0.3531990051269531,0.35564613342285156
joint_particular_adaptation,128,6,4.0,3,0.3172524770100911,0.0011850055669803802,0.316253662109375,0.31891727447509766
joint_particular_adaptation,128,6,6.0,3,0.2801748911539714,0.0003457744210982041,0.27976417541503906,0.2806100845336914
joint_particular_adaptation,128,6,8.0,3,0.24491341908772787,0.0008910007647093755,0.24378108978271484,0.2459583282470703
joint_particular_adaptation,128,6,10.0,3,0.21502017974853516,0.00036396223656174573,0.21454334259033203,0.21542644500732422
joint_particular_adaptation,128,6,12.0,3,0.19411722819010416,0.00014948538591679584,0.19390583038330078,0.19422435760498047
