seed,target_pdp,snr_db,method,ber,shared_source,adaptation_blocks,adaptation_epochs,adaptation_optimizer,training_optimizer,learning_rate,support_size,rho,sigma,iadmm_iterations
2026,7,6.0,algorithm1_particular_adaptation,0.2268056869506836,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,8.0,algorithm1_particular_adaptation,0.1818828582763672,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,10.0,algorithm1_particular_adaptation,0.1460494995117187,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,12.0,algorithm1_particular_adaptation,0.1200923919677734,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,14.0,algorithm1_particular_adaptation,0.0993499755859375,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,16.0,algorithm1_particular_adaptation,0.0855636596679687,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,18.0,algorithm1_particular_adaptation,0.0768423080444336,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,20.0,algorithm1_particular_adaptation,0.0720252990722656,Algorithm1_iADMM_PDP0_to_PDP5,1024,20,SGD,nan,0.01,1024,1200.0,20.0,5000.0
2026,7,0.0,joint_particular_adaptation,0.3917417526245117,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,nan,0.01,2048,nan,nan,nan
2026,7,2.0,joint_particular_adaptation,0.3587255477905273,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,nan,0.01,2048,nan,nan,nan
2026,7,4.0,joint_particular_adaptation,0.3191671371459961,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,nan,0.01,2048,nan,nan,nan
2026,7,6.0,joint_particular_adaptation,0.2845869064331054,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,nan,0.01,2048,nan,nan,nan
2026,7,8.0,joint_particular_adaptation,0.2471141815185547,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,nan,0.01,2048,nan,nan,nan
2026,7,10.0,joint_particular_adaptation,0.2175970077514648,ordinary_joint_training_PDP0_to_PDP5,2048,20,SGD,nan,0.01,2048,nan,nan,nan
